Customer_Acc,Transaction_ID,Timestamp,Amount,Type,Channel,Counterparty_Name,Counterparty_Account
CACC_SVx0Wti,TXN_a3vWcOJbsVy,2024-09-10T20:58:01Z,722505.58,credit,Other,Online Makmur,CACC_PnBozQU
CACC_SVx0Wti,TXN_9Jr4kiTcslG,2024-03-13T02:45:34Z,779379.61,credit,DuitNOW,Warung Maju,CACC_s6tve6S
CACC_SVx0Wti,TXN_l7XTOE2iWAV,2024-07-26T08:10:59Z,806009.98,credit,QR P2P,Ali Ahmad,CACC_GiSwiGK
CACC_SVx0Wti,TXN_LqxfPTHdCS9,2024-12-24T11:45:54Z,882859.22,debit,DuitNOW,Vijaya Chan,CACC_WqLSmRE
CACC_SVx0Wti,TXN_pBDQlu1dObq,2024-06-30T06:43:18Z,130111.99,credit,Credit Transfer,Jane Salleh,CACC_WODqa2d
CACC_SVx0Wti,TXN_ub5FrMUpsFm,2025-05-03T02:25:26Z,143282.42,credit,DuitNOW,Zara Ng,CACC_XTCCIdc
CACC_SVx0Wti,TXN_lFiUm8LmAla,2024-05-22T16:36:26Z,656082.0,credit,DuitNOW,Adam Mohamed,CACC_GxRkF6Y
CACC_SVx0Wti,TXN_NKc0anUGwdg,2025-08-02T04:25:17Z,694563.34,debit,Credit Transfer,Siti Subramaniam,CACC_WtQCR9P
CACC_SVx0Wti,TXN_ujhqGC4BNyk,2024-07-21T14:37:08Z,964286.22,debit,QR POS,Chong Hashim,CACC_1p5dAeu
CACC_SVx0Wti,TXN_Bpg28LVLBpd,2024-04-03T08:59:31Z,668476.73,debit,DuitNOW,Syarikat Jaya,CACC_vtyuZ7D
CACC_SVx0Wti,TXN_xKqX1ofVB9u,2025-02-28T23:33:48Z,642765.46,credit,QR P2P,Liyana Ahmad,CACC_gypV2fx
CACC_SVx0Wti,TXN_9v3zSyeCfOu,2024-11-22T16:01:42Z,415741.84,debit,Credit Transfer,Rajesh Kaur,CACC_fB9VhZf
CACC_ynJsqhj,TXN_t2H2beUDYc9,2025-06-03T14:01:35Z,30306.93,credit,Other,Jane Abdullah,CACC_nWXH78b
CACC_ynJsqhj,TXN_8HwuFuOC9SG,2025-02-28T14:36:36Z,350108.22,debit,DuitNOW,John Hussin,CACC_7Fr6pW5
CACC_ynJsqhj,TXN_M7c1OlTyx78,2025-06-27T00:01:08Z,297399.79,debit,DuitNOW,Kumar Lee,CACC_1khTKS7
CACC_ynJsqhj,TXN_PwSZGHnDJC4,2025-04-26T14:23:37Z,83027.93,credit,Credit Transfer,Irfan Chan,CACC_xcBmC29
CACC_ynJsqhj,TXN_bHAGjG7LG7t,2025-07-09T19:45:11Z,57385.02,credit,DuitNOW,Syarikat Baroena,CACC_LoJuqov
CACC_ynJsqhj,TXN_aQsBFSmstnB,2024-06-04T11:33:57Z,240549.51,debit,DuitNOW,John Wong,CACC_SZHazbt
CACC_ynJsqhj,TXN_RIRQkm5pAb1,2024-03-22T06:25:49Z,380060.39,credit,Credit Transfer,Syafiq Singh,CACC_JrWYg3O
CACC_ynJsqhj,TXN_zXYOjRImZQ4,2025-04-12T04:57:40Z,345915.94,credit,Other,Bengkel Sentosa,CACC_0BJ4Q2U
CACC_ynJsqhj,TXN_rW3n4eCFtWU,2024-07-22T12:36:46Z,571558.65,credit,DuitNOW,Aisha Ong,CACC_IIf6bCC
CACC_ynJsqhj,TXN_3zAZJ0V3eTt,2024-01-01T20:28:43Z,425769.95,credit,QR POS,Ali Gopal,CACC_gIL3Oev
CACC_ynJsqhj,TXN_b7rn1vXc7HE,2024-08-07T22:39:41Z,952290.68,debit,QR POS,Wei Rahman,CACC_eMzafQ4
CACC_ynJsqhj,TXN_cFo63Rfborj,2024-05-29T23:23:44Z,92348.42,debit,QR POS,Kumar Ahmad,CACC_0WObQ4T
CACC_ynJsqhj,TXN_BcC5UGlwbn0,2024-09-24T16:56:33Z,299481.55,debit,QR P2P,Aisha Hussin,CACC_36Tk2Uk
CACC_ynJsqhj,TXN_42gOaxjY6Zl,2025-04-16T03:57:27Z,244138.37,debit,Credit Transfer,Kumar Doe,CACC_lZyF4yV
CACC_ynJsqhj,TXN_FcF5S3XUnY9,2024-02-08T10:40:02Z,153185.07,debit,DuitNOW,Syafiq Hussin,CACC_5QZFy3C
CACC_x3QOJpy,TXN_iCCj82WJ43m,2024-09-16T09:31:30Z,934689.76,debit,Credit Transfer,Ali Kaur,CACC_hONxZMR
CACC_x3QOJpy,TXN_KiF7Oio7cox,2024-11-21T10:36:20Z,851051.88,credit,Credit Transfer,Bengkel Sejahtera,CACC_COpOKOz
CACC_x3QOJpy,TXN_ipUMWz9voqC,2025-06-24T09:12:28Z,248995.81,debit,Credit Transfer,Chong Doe,CACC_ZPm1f7t
CACC_x3QOJpy,TXN_9TCtQ19Ekum,2025-08-14T17:28:19Z,906911.73,credit,Credit Transfer,Suresh Lim,CACC_O0uaNGs
CACC_x3QOJpy,TXN_tdOtbupw5cY,2025-04-06T06:46:48Z,255091.96,debit,Credit Transfer,Chong Gopal,CACC_RezD9EI
CACC_x3QOJpy,TXN_UAvZrw5rTVX,2024-10-05T20:21:24Z,211272.6,credit,QR P2P,Bengkel Bestari,CACC_JOwcHtT
CACC_x3QOJpy,TXN_dyf4OA3RlPw,2024-01-10T03:51:46Z,717047.77,credit,DuitNOW,Restoran Sejahtera,CACC_ycp1ZHP
CACC_x3QOJpy,TXN_b2UNsXRWd9j,2024-07-14T15:35:05Z,200350.8,debit,QR P2P,Liyana Hashim,CACC_9YxA1Xm
CACC_x3QOJpy,TXN_0rNlYHqnowe,2024-04-09T22:23:31Z,464656.13,debit,DuitNOW,Azlan Ng,CACC_kQThcwr
CACC_x3QOJpy,TXN_Ej9iuin1MET,2024-06-24T18:55:47Z,927855.12,credit,QR P2P,Syarikat Sentosa,CACC_a7FcwS5
CACC_x3QOJpy,TXN_rBUnhxccZlk,2024-09-12T06:14:39Z,248765.51,credit,Other,Aisha Subramaniam,CACC_pSZHjOB
CACC_x3QOJpy,TXN_kuiGFKZoyZk,2024-11-19T22:24:09Z,337052.92,credit,QR POS,Wei Salleh,CACC_28mVdRV
CACC_x3QOJpy,TXN_WS8mZ9v8MhU,2024-08-22T01:28:58Z,680715.71,debit,QR POS,Syafiq Ismail,CACC_8GqYdeI
CACC_x3QOJpy,TXN_p1sgg4M7rwH,2024-11-06T12:05:31Z,704487.84,debit,QR P2P,Daniel Ahmad,CACC_yMtR7Np
CACC_x3QOJpy,TXN_akqfdd8gdsf,2025-02-21T13:48:28Z,836132.17,credit,DuitNOW,Vijaya Ismail,CACC_LvQwBzQ
CACC_x3QOJpy,TXN_9SndmG3fNVg,2024-11-27T16:20:09Z,927865.44,credit,Other,Vijaya Wong,CACC_rianJY2
CACC_x3QOJpy,TXN_d85R7R0otWV,2025-01-27T05:02:02Z,221636.34,debit,QR POS,Azlan Subramaniam,CACC_7p7N2H6
CACC_x3QOJpy,TXN_qXGXOM4S1J0,2024-04-07T00:37:00Z,562373.26,credit,QR POS,Ali Gopal,CACC_1b5u70V
CACC_x3QOJpy,TXN_XPcgt6EzhIn,2025-02-11T11:38:21Z,273563.37,credit,QR P2P,Adam Abdullah,CACC_VWdZSst
CACC_1me0UY2,TXN_5IHYCPyfiA9,2024-02-01T20:32:05Z,666132.94,credit,QR POS,Perusahaan Sentosa,CACC_I1oNQNn
CACC_1me0UY2,TXN_OaOraQ8hvJF,2025-05-19T10:36:59Z,567799.34,debit,QR P2P,Nurul Abdullah,CACC_lA4SSTo
CACC_1me0UY2,TXN_3F791CCfMDC,2025-03-30T23:52:13Z,390319.6,credit,Other,Jane Tan,CACC_ap6c3WX
CACC_1me0UY2,TXN_amEkY4lDm2r,2025-03-09T10:40:34Z,840960.37,debit,QR POS,Daniel Doe,CACC_hWsa8ZH
CACC_1me0UY2,TXN_r8iJbsQl7SN,2024-12-18T07:40:04Z,722961.71,credit,DuitNOW,Kumar Tan,CACC_fONoz7c
CACC_1me0UY2,TXN_D2LGkXLxVQm,2024-07-26T04:42:28Z,935613.23,debit,QR POS,John Singh,CACC_SAUSSmX
CACC_1me0UY2,TXN_lGHqjPPH6UU,2025-05-10T17:47:21Z,470235.25,credit,DuitNOW,Farid Ong,CACC_gd1fY5W
CACC_1me0UY2,TXN_QMGe0ebCJO4,2025-03-09T07:03:46Z,40037.93,debit,QR POS,Siti Chan,CACC_WKc1VbT
CACC_1me0UY2,TXN_eaXr5IBOiMf,2025-06-28T21:20:42Z,652662.79,debit,QR P2P,Perusahaan Baroena,CACC_Xuzg8dY
CACC_1me0UY2,TXN_1nwBw4LCOyp,2024-11-17T06:33:51Z,732345.88,debit,QR POS,Aisha Ng,CACC_30qPgfh
CACC_1me0UY2,TXN_nlq7KYgnaUA,2024-11-30T07:51:18Z,277770.16,credit,Other,Siti Hussin,CACC_9IVYB79
CACC_DHQlrV5,TXN_7IAYE1ruebe,2025-01-16T15:25:03Z,81534.34,credit,Credit Transfer,Suresh Chan,CACC_MWb1UHy
CACC_DHQlrV5,TXN_OKncobCDvTB,2024-01-06T02:11:20Z,949257.89,credit,Credit Transfer,Azlan Rahman,CACC_bs3xyc7
CACC_DHQlrV5,TXN_XGdi3XIdKQb,2024-06-11T16:03:17Z,620150.62,debit,Credit Transfer,Syafiq Lee,CACC_3WbiMsC
CACC_DHQlrV5,TXN_XQ6uJ5GCW6M,2024-04-13T05:57:31Z,119967.15,credit,Credit Transfer,Anand Lee,CACC_6LuMpBW
CACC_DHQlrV5,TXN_teWJe9zeFGl,2024-01-02T05:16:11Z,952933.5,credit,QR P2P,Siti Ong,CACC_mB2UTte
CACC_DHQlrV5,TXN_cTh2ndsg9El,2024-11-26T13:17:43Z,712915.0,debit,Other,Syarikat Jaya,CACC_nVUTres
CACC_DHQlrV5,TXN_84FDewjcx5f,2024-01-25T20:23:47Z,986893.51,credit,Other,Warung Sentosa,CACC_80ZYAPd
CACC_DHQlrV5,TXN_FgLsOJD9fkK,2024-11-19T16:10:59Z,663348.95,credit,Credit Transfer,Fatimah Subramaniam,CACC_dS3P7gU
CACC_DHQlrV5,TXN_2QwK3LNQm1n,2025-08-07T08:37:25Z,620118.9,debit,DuitNOW,Farah Tan,CACC_B741rrQ
CACC_DHQlrV5,TXN_Tb2gS98rzoC,2024-12-10T21:22:13Z,143435.74,credit,QR POS,Syafiq Lee,CACC_77FrYS9
CACC_DHQlrV5,TXN_ebh1vFvIEYt,2024-12-01T04:16:23Z,374430.4,debit,QR POS,Syarikat Baroena,CACC_l0jVuu3
CACC_DHQlrV5,TXN_z2lHZHDlqL6,2024-11-29T08:44:52Z,819903.13,debit,QR P2P,Fatimah Subramaniam,CACC_8jCJx5U
CACC_DHQlrV5,TXN_qsYmOrMubvX,2025-06-30T22:52:13Z,386435.3,debit,DuitNOW,John Doe,CACC_MpuFl0S
CACC_DHQlrV5,TXN_XyHPKi3FrE2,2025-08-04T21:39:50Z,660495.1,debit,QR POS,Jane Mohamed,CACC_MyKBdVN
CACC_1tbWN5P,TXN_HQ9u1ntQrfa,2025-07-01T20:15:37Z,207432.6,credit,Credit Transfer,Liyana Subramaniam,CACC_Scc81h5
CACC_1tbWN5P,TXN_jJEGAG4oonI,2024-03-03T14:34:10Z,909946.18,credit,QR POS,Fatimah Lee,CACC_g5Z3CEc
CACC_1tbWN5P,TXN_tSuYRKtKvHB,2024-11-18T10:12:08Z,36121.3,debit,Credit Transfer,Jane Wong,CACC_GtSu0Md
CACC_1tbWN5P,TXN_BwgdVU0IoW8,2024-07-02T07:43:39Z,497747.36,debit,QR POS,Daniel Salleh,CACC_9wFbY4t
CACC_1tbWN5P,TXN_uTpiZlf74wg,2024-04-27T08:03:21Z,190966.06,credit,QR POS,Nurul Mohamed,CACC_wUfmSGy
CACC_1tbWN5P,TXN_xTuTacd0eOD,2024-07-22T11:33:46Z,91222.33,credit,Other,Farah Tan,CACC_gyK4K7P
CACC_1tbWN5P,TXN_JBy3X8WB8AN,2024-09-25T20:48:37Z,959030.48,debit,Other,Daniel Abdullah,CACC_qzR0u7s
CACC_1tbWN5P,TXN_7ZeZGAcwx1k,2024-01-30T09:10:32Z,989079.03,debit,QR P2P,Vijaya Abdullah,CACC_QljHSum
CACC_1tbWN5P,TXN_jQ0ggw8xJmT,2024-09-07T06:01:55Z,315605.19,debit,QR P2P,Anand Ng,CACC_xQbNq93
CACC_1tbWN5P,TXN_lterw9rmsNx,2025-08-11T23:30:01Z,90449.84,credit,Credit Transfer,Ali Lim,CACC_l6QB0Zm
CACC_1tbWN5P,TXN_eJKaz0n6NjZ,2024-09-30T01:56:51Z,143427.89,debit,Other,Anand Doe,CACC_3X6ZUNr
CACC_1tbWN5P,TXN_wAkCOhrDPQ9,2025-03-29T01:05:50Z,76454.17,credit,QR POS,Nurul Chan,CACC_6miUDNs
CACC_1tbWN5P,TXN_9s29BDHwL4l,2024-03-29T02:22:46Z,493534.81,debit,QR POS,Rajesh Hussin,CACC_K2wR4Or
CACC_W6wR5uY,TXN_RPfmUptOvyK,2024-01-06T15:53:20Z,71927.69,credit,Credit Transfer,Nurul Abdullah,CACC_RQQW9Ix
CACC_W6wR5uY,TXN_igroMp46zxL,2025-09-17T23:01:37Z,996265.44,debit,Other,Chong Abdullah,CACC_vOwWiAt
CACC_W6wR5uY,TXN_ZkGzU3YRIh6,2025-06-15T00:05:29Z,237790.6,credit,DuitNOW,Adam Subramaniam,CACC_FuiMCA1
CACC_W6wR5uY,TXN_xVsoLYbPs55,2024-10-13T10:00:54Z,339728.5,credit,QR P2P,Zara Ismail,CACC_ssdzyov
CACC_W6wR5uY,TXN_BCOOPwMuHd5,2025-08-20T06:34:36Z,241053.06,debit,DuitNOW,Fatimah Abdullah,CACC_MoULgsr
CACC_W6wR5uY,TXN_CMkptmkp95A,2024-11-09T00:43:11Z,152551.26,credit,QR P2P,Farid Ng,CACC_HraYs1I
CACC_W6wR5uY,TXN_vPNgMTvIrEe,2025-09-21T06:14:39Z,929775.27,credit,Credit Transfer,Aisha Ng,CACC_Gp17H6X
CACC_W6wR5uY,TXN_gm4cskAd7F8,2024-12-12T12:03:57Z,250683.81,debit,Credit Transfer,Azlan Ong,CACC_rXbWlY3
CACC_W6wR5uY,TXN_EFQHwerydth,2025-07-19T14:04:45Z,193466.02,credit,Credit Transfer,Warung Hebat,CACC_8IcvWG9
CACC_W6wR5uY,TXN_q8jnNE6BEYi,2025-05-18T08:48:22Z,946897.6,credit,QR POS,Rajesh Hashim,CACC_eNpm3r7
CACC_W6wR5uY,TXN_y3Zn9J39BhX,2025-02-13T07:24:46Z,510926.06,debit,QR P2P,Siti Lee,CACC_04eeC81
CACC_W6wR5uY,TXN_gdF0SMQETOC,2024-12-11T03:50:37Z,124107.41,credit,DuitNOW,Syafiq Subramaniam,CACC_NDjuMHn
CACC_W6wR5uY,TXN_FKDT21ToJCV,2024-12-02T13:15:10Z,821573.08,credit,Other,Jane Chan,CACC_q4g9gVA
CACC_W6wR5uY,TXN_yeYdRK93MS5,2024-03-26T11:57:22Z,924657.75,debit,Credit Transfer,Wei Lee,CACC_zHLwt80
CACC_W6wR5uY,TXN_15bW8iNXu1t,2024-08-04T01:18:54Z,366787.5,credit,QR P2P,Bengkel Jaya,CACC_aHA2CIC
CACC_W6wR5uY,TXN_uLMEgBFhRyN,2025-02-26T19:57:35Z,547211.55,credit,Credit Transfer,Warung Sejahtera,CACC_0NIYPG6
CACC_SQtuc1G,TXN_GES2yD8tfhV,2024-11-03T02:07:26Z,703687.74,debit,QR POS,Irfan Lee,CACC_A4hgBcL
CACC_SQtuc1G,TXN_sToPcsDrvnY,2024-03-16T01:36:41Z,789163.13,debit,DuitNOW,Syafiq Salleh,CACC_SVx1fAT
CACC_SQtuc1G,TXN_1fS0oSY3Rgv,2025-07-11T13:43:36Z,392918.55,credit,Credit Transfer,Mei Ling Ahmad,CACC_U300KwE
CACC_SQtuc1G,TXN_KFEVA9jxgLM,2024-04-20T11:39:13Z,29168.71,debit,Credit Transfer,Jane Kaur,CACC_cvOethJ
CACC_SQtuc1G,TXN_iiW961ARmjC,2024-02-06T22:38:03Z,450748.37,credit,QR P2P,Siti Ng,CACC_hqqDGQi
CACC_SQtuc1G,TXN_ywSpYjvc9eR,2025-04-05T21:35:10Z,309721.06,credit,Credit Transfer,Warung Bestari,CACC_KWZ3FHU
CACC_SQtuc1G,TXN_gkIgzswYnqg,2024-01-15T03:04:51Z,73338.66,debit,QR POS,Irfan Ong,CACC_lB5BGrv
CACC_SQtuc1G,TXN_F5IjRZEiSZI,2025-04-28T08:40:58Z,835937.49,credit,QR P2P,Nurul Wong,CACC_ST0Lkgj
CACC_SQtuc1G,TXN_4gjxBW0nlZN,2024-05-15T11:05:06Z,621834.01,debit,DuitNOW,Perusahaan Makmur,CACC_hmCM8HZ
CACC_SQtuc1G,TXN_HOZdExxeblj,2024-07-05T11:10:07Z,658793.11,credit,Credit Transfer,Azlan Salleh,CACC_3peh8RF
CACC_SQtuc1G,TXN_6OBn1RNcoB1,2025-03-02T19:28:35Z,712029.83,credit,QR P2P,Bengkel Makmur,CACC_hDayTIe
CACC_SQtuc1G,TXN_skF9P1ptnEc,2024-11-23T17:49:49Z,321690.18,debit,Other,Rajesh Doe,CACC_8Kj6vwK
CACC_SQtuc1G,TXN_ySDDcPlam03,2024-08-02T15:08:35Z,267948.81,debit,Other,Perusahaan Baroena,CACC_yJCkUeP
CACC_SQtuc1G,TXN_6lyokfw97iv,2024-07-19T23:11:20Z,483601.63,debit,Other,Rajesh Mohamed,CACC_PwYJ2O3
CACC_DMNso2z,TXN_LAUzkqEQQM3,2025-05-24T04:48:22Z,798452.35,credit,Credit Transfer,Suresh Gopal,CACC_uyfSoha
CACC_DMNso2z,TXN_c6mYqhH7scx,2025-01-31T03:32:55Z,427486.45,credit,Credit Transfer,Azlan Rahman,CACC_yUfykJp
CACC_DMNso2z,TXN_vmKra65SvNh,2024-03-19T22:05:56Z,855985.2,debit,QR POS,Chong Singh,CACC_JuPldnn
CACC_DMNso2z,TXN_5bdLEWQZp59,2024-09-03T18:52:34Z,529020.34,debit,QR P2P,Fatimah Hashim,CACC_K4btkm2
CACC_DMNso2z,TXN_PTLrKZ8vYvH,2024-09-26T08:39:09Z,31337.85,credit,QR P2P,Wei Abdullah,CACC_aEbQ1JT
CACC_DMNso2z,TXN_yyNrrnjkV6i,2024-09-19T17:00:24Z,250061.76,credit,Credit Transfer,Ali Hashim,CACC_Qz00JH5
CACC_DMNso2z,TXN_1FgEaoiK0kP,2025-03-29T13:47:30Z,6424.01,debit,Credit Transfer,Suresh Chan,CACC_3Gwh5fM
CACC_DMNso2z,TXN_hbbU7dGEhNb,2024-10-11T23:37:35Z,207452.14,debit,Credit Transfer,Fatimah Mohamed,CACC_5tkvJSc
CACC_DMNso2z,TXN_LSsdzOSYIIs,2024-07-19T01:58:00Z,638791.68,credit,QR P2P,Zara Ahmad,CACC_J3uLYAY
CACC_DMNso2z,TXN_0purEC35iCV,2024-09-12T10:12:57Z,536532.84,debit,Credit Transfer,Restoran Hebat,CACC_2hwAq0H
CACC_2w0Mu9F,TXN_yfeW5aqcSSQ,2024-08-06T11:10:17Z,985854.62,debit,Other,Perusahaan Jaya,CACC_dwDSAJW
CACC_2w0Mu9F,TXN_eNcVJCO18k6,2025-04-03T16:10:46Z,127473.38,debit,QR POS,Ali Salleh,CACC_iP1XJN4
CACC_2w0Mu9F,TXN_a1fZxETDLr2,2025-09-04T13:29:56Z,104224.27,debit,Other,Hana Salleh,CACC_M9voWbq
CACC_2w0Mu9F,TXN_vqZG5xm6xid,2024-11-07T17:32:17Z,80863.68,credit,QR POS,Rajesh Subramaniam,CACC_krR2gZz
CACC_2w0Mu9F,TXN_JawtWvExKzB,2025-07-23T22:58:25Z,519188.87,credit,Other,Kedai Hebat,CACC_gwOzRgo
CACC_2w0Mu9F,TXN_s3IjK0b9EEp,2024-04-20T14:28:30Z,102452.02,debit,DuitNOW,Bengkel Maju,CACC_TQtrlJQ
CACC_2w0Mu9F,TXN_87R6HGRzpdR,2024-02-28T20:37:30Z,746206.68,debit,Other,Liyana Chan,CACC_kT7Q34v
CACC_2w0Mu9F,TXN_vUSg9X7XZAs,2024-02-08T22:42:46Z,448861.5,debit,DuitNOW,Zara Ismail,CACC_r6koVIC
CACC_2w0Mu9F,TXN_DNb9pouawFW,2024-02-11T17:18:51Z,113573.58,credit,Credit Transfer,Kumar Abdullah,CACC_e3iZDWS
CACC_2w0Mu9F,TXN_0e4ZfOAWlBy,2025-03-05T02:51:16Z,71261.71,credit,Other,Ali Lim,CACC_GG2fTr9
CACC_2w0Mu9F,TXN_kSqYnXhf27R,2024-07-13T06:25:43Z,334529.45,credit,Credit Transfer,Hana Kaur,CACC_Y9sJuDY
CACC_2w0Mu9F,TXN_FkeegZlxJZQ,2025-07-05T13:52:33Z,603244.34,debit,QR P2P,John Ng,CACC_ardWw0E
CACC_2w0Mu9F,TXN_Ozkx6cUMkbY,2025-04-15T19:01:45Z,32853.95,debit,Credit Transfer,Liyana Ong,CACC_teh0lOk
CACC_2w0Mu9F,TXN_ygAcRuOX2ew,2024-02-12T10:43:29Z,171952.18,credit,DuitNOW,Syarikat Bestari,CACC_ZEdLKrz
CACC_2w0Mu9F,TXN_BBReHk157sw,2025-01-30T16:32:09Z,783034.53,debit,Other,Syafiq Hashim,CACC_w5yIPY7
CACC_2w0Mu9F,TXN_tAiXMM3V4O2,2024-11-17T13:22:27Z,718034.06,credit,DuitNOW,Warung Maju,CACC_nLFFbwa
CACC_2w0Mu9F,TXN_C9sY1G4q3Md,2025-09-09T00:21:16Z,800219.92,credit,DuitNOW,Azlan Lim,CACC_JtfuKcR
CACC_2w0Mu9F,TXN_rlAUl12oPbB,2024-04-28T00:41:46Z,530803.33,credit,Other,Syafiq Rahman,CACC_Vnhcl0v
CACC_2w0Mu9F,TXN_GulKjJo6AWQ,2024-12-20T06:04:41Z,956191.8,credit,Other,Restoran Hebat,CACC_NMpuNz0
CACC_nMyD85T,TXN_QOKdY7aRL2z,2025-07-15T00:20:53Z,685898.72,debit,Credit Transfer,Ali Subramaniam,CACC_U04CZXH
CACC_nMyD85T,TXN_kgt85Nm6tv7,2024-12-16T23:32:41Z,756960.64,debit,Credit Transfer,Anand Tan,CACC_2pSET3Q
CACC_nMyD85T,TXN_Vezx5EImMMI,2025-05-24T23:24:27Z,862492.12,credit,DuitNOW,Fatimah Hussin,CACC_0l1Rqv9
CACC_nMyD85T,TXN_1ox67wJN8s8,2025-08-16T17:12:06Z,289174.37,debit,Credit Transfer,Chong Ahmad,CACC_JgjdLMT
CACC_nMyD85T,TXN_WucoKP52p76,2024-08-12T14:10:03Z,615555.14,debit,QR P2P,Online Jaya,CACC_UValEMf
CACC_nMyD85T,TXN_envOi3EhQDJ,2025-07-25T08:48:24Z,216467.67,debit,Credit Transfer,Anand Lim,CACC_kLXVjCe
CACC_nMyD85T,TXN_H62ysCrx2TL,2024-02-23T07:20:36Z,65370.71,credit,QR P2P,Fatimah Subramaniam,CACC_8b2SL8a
CACC_nMyD85T,TXN_buuLYZw7PWP,2024-09-16T15:14:45Z,444891.28,credit,QR P2P,Rajesh Ng,CACC_nly4cHi
CACC_nMyD85T,TXN_8H8sONZn6xO,2025-03-10T20:31:13Z,471838.54,credit,QR POS,Warung Sentosa,CACC_pkzQdOa
CACC_nMyD85T,TXN_xm6bDgqprgB,2025-04-04T10:07:10Z,125712.48,credit,DuitNOW,Kumar Gopal,CACC_8bjeBr5
CACC_nMyD85T,TXN_gX5lxq9GDeH,2025-08-17T01:39:21Z,627483.35,credit,Credit Transfer,Zara Ng,CACC_TfHSgaA
CACC_nMyD85T,TXN_cS6S9FNYRxS,2025-05-10T04:20:03Z,3160.8,debit,Credit Transfer,Perusahaan Sejahtera,CACC_z40wrcy
CACC_EVGrDAy,TXN_hxD0PR9ijqs,2025-05-12T22:15:35Z,824256.52,debit,Credit Transfer,Wei Abdullah,CACC_QlqyZES
CACC_EVGrDAy,TXN_oqv5qWxZMhB,2025-05-31T12:57:31Z,551009.32,credit,DuitNOW,Aisha Ismail,CACC_vwyh9td
CACC_EVGrDAy,TXN_kFh99VVMzcn,2025-06-14T21:59:04Z,920370.33,debit,QR P2P,Warung Maju,CACC_hxSgLPz
CACC_EVGrDAy,TXN_PIftmftfhqz,2025-07-07T07:18:07Z,840267.0,credit,QR POS,Aisha Ahmad,CACC_A2b2LgR
CACC_EVGrDAy,TXN_9ihr8QOp8mh,2024-01-16T18:24:25Z,511319.11,debit,Other,Adam Tan,CACC_ugnosKC
CACC_EVGrDAy,TXN_ZFcTPfxZkzI,2025-03-07T08:16:38Z,234372.17,debit,Credit Transfer,Bengkel Baroena,CACC_H5aLjmw
CACC_EVGrDAy,TXN_U3PxfGbYTEV,2025-04-29T03:11:40Z,877187.65,debit,Credit Transfer,Syarikat Jaya,CACC_3IGViZt
CACC_EVGrDAy,TXN_SlL9lEUubR9,2025-09-23T21:09:17Z,655987.51,credit,Credit Transfer,Kedai Jaya,CACC_mCtcTfr
